Source,Dest,Range
Starlunk-33-17,Starlunk-23-19,1953.97388861877
Starlunk-33-17,Starlunk-24-19,1935.24226626945
Starlunk-33-17,Starlunk-26-18,1847.72004609005
Starlunk-33-17,Starlunk-27-18,1550.29769207916
Starlunk-33-17,Starlunk-28-18,1337.46883522445
Starlunk-33-17,Starlunk-29-17,1936.7032273625
Starlunk-33-17,Starlunk-29-18,1254.96880423089
Starlunk-33-17,Starlunk-30-17,1455.76245673464
Starlunk-33-17,Starlunk-30-18,1327.93904384532
Starlunk-33-17,Starlunk-31-17,972.050559530268
Starlunk-33-17,Starlunk-31-18,1533.8887467126
Starlunk-33-17,Starlunk-32-17,486.48830883824
Starlunk-33-17,Starlunk-34-16,1847.51246045003
Starlunk-33-17,Starlunk-35-16,1625.37412859941
Starlunk-34-12,Starlunk-25-13,1839.53892080477
Starlunk-34-12,Starlunk-26-13,1501.76540404498
Starlunk-34-12,Starlunk-27-13,1200.10324846648
Starlunk-34-12,Starlunk-28-13,972.086369598196
Starlunk-34-12,Starlunk-29-12,1863.11650543892
Starlunk-34-12,Starlunk-29-13,879.307192377583
Starlunk-34-12,Starlunk-30-12,1494.76697016838
Starlunk-34-12,Starlunk-30-13,962.415072665065
Starlunk-34-12,Starlunk-31-12,1123.57206101294
Starlunk-34-12,Starlunk-31-13,1184.4711558686
Starlunk-34-12,Starlunk-32-12,750.238368579702
Starlunk-34-12,Starlunk-32-13,1483.15217792263
Starlunk-34-12,Starlunk-33-12,375.476554771295
Starlunk-34-12,Starlunk-33-13,1819.47362562818
Starlunk-34-12,Starlunk-35-12,375.476554771105
Starlunk-34-12,Starlunk-30-13,1768.7778046405
Starlunk-34-12,Starlunk-31-12,1535.96529215796
Starlunk-34-12,Starlunk-31-13,1626.86093087301
Starlunk-34-12,Starlunk-32-12,1025.60408448115
Starlunk-34-12,Starlunk-32-13,1659.42270252284
Starlunk-34-12,Starlunk-33-12,513.290581137867
Starlunk-34-12,Starlunk-33-13,1857.08970822509
Starlunk-34-12,Starlunk-35-12,513.290581138005
Starlunk-34-12,Starlunk-53-8,1822.65255957453
Starlunk-34-12,Starlunk-54-7,1859.74821675638
Starlunk-34-12,Starlunk-54-8,1811.10177349626
Starlunk-34-12,Starlunk-55-7,1393.85401563253
Starlunk-34-12,Starlunk-55-8,1913.63629349156
Starlunk-34-12,Starlunk-56-7,955.936529123739
Starlunk-34-12,Starlunk-57-7,615.996544526721
Starlunk-34-12,Starlunk-58-6,1673.92743962736
Starlunk-34-12,Starlunk-58-7,586.350685788847
Starlunk-34-12,Starlunk-59-6,1290.83512710376
Starlunk-34-12,Starlunk-59-7,898.416427016514
Starlunk-34-12,Starlunk-60-6,1046.3948548287
Starlunk-34-12,Starlunk-60-7,1328.89437385059
Starlunk-34-12,Starlunk-61-6,1045.19936451898
Starlunk-34-12,Starlunk-61-7,1792.46605521076
Starlunk-34-12,Starlunk-62-6,1287.93358278618
Starlunk-34-12,Starlunk-63-6,1670.21725414304
Starlunk-34-13,Starlunk-28-14,1759.4001167173
Starlunk-34-13,Starlunk-29-14,1508.93079736662
Starlunk-34-13,Starlunk-30-13,1722.02149850857
Starlunk-34-13,Starlunk-30-14,1376.19527496794
Starlunk-34-13,Starlunk-31-13,1294.39255937662
Starlunk-34-13,Starlunk-31-14,1396.254693307
Starlunk-34-13,Starlunk-32-13,864.299670439435
Starlunk-34-13,Starlunk-32-14,1563.10271523027
Starlunk-34-13,Starlunk-33-13,432.561537956144
Starlunk-34-13,Starlunk-33-14,1836.1493376468
Starlunk-34-13,Starlunk-35-12,1819.47362562838
Starlunk-34-13,Starlunk-35-13,432.56153795598
Starlunk-34-13,Starlunk-36-13,864.299670439437
Starlunk-34-13,Starlunk-30-14,1992.78479565421
Starlunk-34-13,Starlunk-31-13,1717.26857345034
Starlunk-34-13,Starlunk-31-14,1766.93147284092
Starlunk-34-13,Starlunk-32-13,1146.66501389971
Starlunk-34-13,Starlunk-32-14,1721.86290076185
Starlunk-34-13,Starlunk-33-13,573.878712322811
Starlunk-34-13,Starlunk-33-14,1871.01121131023
Starlunk-34-13,Starlunk-35-12,1857.08970822491
Starlunk-34-13,Starlunk-35-13,573.878712322936
Starlunk-34-13,Starlunk-36-13,1146.6650138997
Starlunk-34-13,Starlunk-60-6,1892.87477548304
Starlunk-34-13,Starlunk-61-6,1374.13120257034
Starlunk-34-13,Starlunk-62-6,904.721994440505
Starlunk-34-13,Starlunk-63-5,1850.2311225592
Starlunk-34-13,Starlunk-63-6,618.038887358054
Starlunk-34-13,Starlunk-64-5,1419.18221131051
Starlunk-34-13,Starlunk-64-6,762.829933076534
Starlunk-34-13,Starlunk-65-5,1133.04546883136
Starlunk-34-13,Starlunk-65-6,1190.29935903089
Starlunk-34-13,Starlunk-66-5,1112.67910099669
Starlunk-34-13,Starlunk-66-6,1697.15265130365
Starlunk-34-13,Starlunk-67-5,1370.11476857801
Starlunk-34-13,Starlunk-68-5,1787.84975181099
Starlunk-34-14,Starlunk-30-15,1742.99788161457
Starlunk-34-14,Starlunk-31-14,1517.79123572726
Starlunk-34-14,Starlunk-31-15,1611.07745132786
Starlunk-34-14,Starlunk-32-14,1013.46879301186
Starlunk-34-14,Starlunk-32-15,1652.55767061167
Starlunk-34-14,Starlunk-33-14,507.217154847295
Starlunk-34-14,Starlunk-33-15,1855.57005297132
Starlunk-34-14,Starlunk-35-13,1836.14933764699
Starlunk-34-14,Starlunk-35-14,507.217154847151
Starlunk-34-14,Starlunk-36-13,1563.10271523026
Starlunk-34-14,Starlunk-58-8,1830.51009598143
Starlunk-34-14,Starlunk-59-8,1497.31202487452
Starlunk-34-14,Starlunk-60-8,1302.30060438613
Starlunk-34-14,Starlunk-61-8,1310.3636757304
Starlunk-34-14,Starlunk-62-8,1518.21647651856
Starlunk-34-14,Starlunk-63-8,1858.84299914342
Starlunk-34-14,Starlunk-31-14,1807.55369043183
Starlunk-34-14,Starlunk-31-15,1802.10140120312
Starlunk-34-14,Starlunk-32-14,1206.9507411989
Starlunk-34-14,Starlunk-32-15,1737.67141142576
Starlunk-34-14,Starlunk-33-14,604.050292631391
Starlunk-34-14,Starlunk-33-15,1874.2189327359
Starlunk-34-14,Starlunk-35-13,1871.01121131004
Starlunk-34-14,Starlunk-35-14,604.05029263151
Starlunk-34-14,Starlunk-36-13,1721.86290076186
Starlunk-34-14,Starlunk-65-5,1816.1111585052
Starlunk-34-14,Starlunk-66-5,1273.31318321981
Starlunk-34-14,Starlunk-67-5,810.267976374082
Starlunk-34-14,Starlunk-68-4,1645.99961647359
Starlunk-34-14,Starlunk-68-5,641.268730486526
Starlunk-34-14,Starlunk-69-4,1265.0360605268
Starlunk-34-14,Starlunk-69-5,941.948821690262
Starlunk-34-14,Starlunk-70-4,1103.68725137474
Starlunk-34-14,Starlunk-70-5,1442.58005685724
Starlunk-34-14,Starlunk-71-4,1251.25991806829
Starlunk-34-14,Starlunk-71-5,1995.85800853008
Starlunk-34-14,Starlunk-72-4,1624.88425869278
Starlunk-34-15,Starlunk-30-16,1980.09123126482
Starlunk-34-15,Starlunk-31-15,1704.9992530912
Starlunk-34-15,Starlunk-31-16,1758.87071619638
Starlunk-34-15,Starlunk-32-15,1138.47246870451
Starlunk-34-15,Starlunk-32-16,1718.20467218357
Starlunk-34-15,Starlunk-33-15,569.778537267206
Starlunk-34-15,Starlunk-33-16,1870.19804106568
Starlunk-34-15,Starlunk-35-14,1855.57005297151
Starlunk-34-15,Starlunk-35-15,569.778537267082
Starlunk-34-15,Starlunk-36-15,1138.47246870451
Starlunk-34-15,Starlunk-60-8,1829.27999773584
Starlunk-34-15,Starlunk-61-8,1281.49924497448
Starlunk-34-15,Starlunk-62-8,751.009208281847
Starlunk-34-15,Starlunk-63-8,346.113861700788
Starlunk-34-15,Starlunk-64-7,1642.13831554922
Starlunk-34-15,Starlunk-64-8,559.429191680896
Starlunk-34-15,Starlunk-65-7,1407.52047270704
Starlunk-34-15,Starlunk-65-8,1068.66429018604
Starlunk-34-15,Starlunk-66-7,1395.57634370243
Starlunk-34-15,Starlunk-67-7,1611.34459524783
Starlunk-34-15,Starlunk-68-7,1980.54799401376
Starlunk-34-15,Starlunk-1-3,1386.65816565313
Starlunk-34-15,Starlunk-1-4,792.511291620145
Starlunk-34-15,Starlunk-2-3,1118.45613262581
Starlunk-34-15,Starlunk-2-4,1248.43254239613
Starlunk-34-15,Starlunk-3-3,1124.14148239067
Starlunk-34-15,Starlunk-3-4,1789.30382854925
Starlunk-34-15,Starlunk-4-3,1400.34770289766
Starlunk-34-15,Starlunk-5-3,1826.87609088154
Starlunk-34-15,Starlunk-30-16,1927.3948169028
Starlunk-34-15,Starlunk-31-15,1786.75131180259
Starlunk-34-15,Starlunk-31-16,1724.80022597749
Starlunk-34-15,Starlunk-32-15,1193.0604504495
Starlunk-34-15,Starlunk-32-16,1701.85396650737
Starlunk-34-15,Starlunk-33-15,597.098530719732
Starlunk-34-15,Starlunk-33-16,1865.35854595223
Starlunk-34-15,Starlunk-35-14,1874.21893273572
Starlunk-34-15,Starlunk-35-15,597.098530719856
Starlunk-34-15,Starlunk-36-15,1193.0604504495
Starlunk-34-15,Starlunk-70-4,1468.01082935974
Starlunk-34-15,Starlunk-71-4,963.041718453968
Starlunk-34-15,Starlunk-72-3,1809.47808165342
Starlunk-34-15,Starlunk-72-4,645.879969164273
Starlunk-34-16,Starlunk-31-16,1804.1111556883
Starlunk-34-16,Starlunk-31-17,1803.53495882294
Starlunk-34-16,Starlunk-32-16,1204.65207096717
Starlunk-34-16,Starlunk-32-17,1738.37011706088
Starlunk-34-16,Starlunk-33-16,602.899862561132
Starlunk-34-16,Starlunk-33-17,1874.42615761365
Starlunk-34-16,Starlunk-35-15,1870.19804106587
Starlunk-34-16,Starlunk-35-16,602.899862561014
Starlunk-34-16,Starlunk-36-15,1718.20467218357
Starlunk-34-16,Starlunk-65-7,1738.86864689695
Starlunk-34-16,Starlunk-66-7,1158.40380855016
Starlunk-34-16,Starlunk-67-7,610.988286995475
Starlunk-34-16,Starlunk-68-6,1853.36705542688
Starlunk-34-16,Starlunk-68-7,353.917583601848
Starlunk-34-16,Starlunk-69-6,1526.49589982891
Starlunk-34-16,Starlunk-69-7,774.364316052439
Starlunk-34-16,Starlunk-70-6,1396.22469973598
Starlunk-34-16,Starlunk-71-6,1515.13306062939
Starlunk-34-16,Starlunk-72-6,1834.69599519131
Starlunk-34-16,Starlunk-2-3,1722.12224082406
Starlunk-34-16,Starlunk-3-3,1213.34680445992
Starlunk-34-16,Starlunk-4-3,778.933700937084
Starlunk-34-16,Starlunk-5-2,1689.82229829276
Starlunk-34-16,Starlunk-5-3,613.085239015797
Starlunk-34-16,Starlunk-6-2,1302.7711172029
Starlunk-34-16,Starlunk-29-17,1886.045712312
Starlunk-34-16,Starlunk-30-17,1647.43706989467
Starlunk-34-16,Starlunk-31-16,1659.45233945385
Starlunk-34-16,Starlunk-31-17,1551.82595204974
Starlunk-34-16,Starlunk-32-16,1108.05960657777
Starlunk-34-16,Starlunk-32-17,1625.37412859942
Starlunk-34-16,Starlunk-33-16,554.55761926245
Starlunk-34-16,Starlunk-33-17,1847.51246045003
Starlunk-34-16,Starlunk-35-15,1865.35854595204
Starlunk-34-16,Starlunk-35-16,554.557619262584
Starlunk-34-16,Starlunk-36-15,1701.85396650737
Starlunk-35-12,Starlunk-26-13,1839.53892080473
Starlunk-35-12,Starlunk-27-13,1501.76540404488
Starlunk-35-12,Starlunk-28-13,1200.10324846644
Starlunk-35-12,Starlunk-29-13,972.086369598186
Starlunk-35-12,Starlunk-30-12,1863.11650543892
Starlunk-35-12,Starlunk-30-13,879.307192377546
Starlunk-35-12,Starlunk-31-12,1494.76697016819
Starlunk-35-12,Starlunk-31-13,962.415072665206
Starlunk-35-12,Starlunk-32-12,1123.57206101275
Starlunk-35-12,Starlunk-32-13,1184.47115586878
Starlunk-35-12,Starlunk-33-12,750.238368579699
Starlunk-35-12,Starlunk-33-13,1483.15217792262
Starlunk-35-12,Starlunk-34-12,375.476554771105
Starlunk-35-12,Starlunk-34-13,1819.47362562838
Starlunk-35-12,Starlunk-31-13,1768.77780464051
Starlunk-35-12,Starlunk-32-12,1535.96529215809
Starlunk-35-12,Starlunk-32-13,1626.86093087288
Starlunk-35-12,Starlunk-33-12,1025.60408448115
Starlunk-35-12,Starlunk-33-13,1659.42270252285
Starlunk-35-12,Starlunk-34-12,513.290581138005
Starlunk-35-12,Starlunk-34-13,1857.08970822491
Starlunk-35-12,Starlunk-53-8,1946.1764007717
Starlunk-35-12,Starlunk-54-8,1822.65255957462
Starlunk-35-12,Starlunk-55-7,1859.74821675652
Starlunk-35-12,Starlunk-55-8,1811.10177349625
Starlunk-35-12,Starlunk-56-7,1393.85401563257
Starlunk-35-12,Starlunk-56-8,1913.63629349166
Starlunk-35-12,Starlunk-57-7,955.936529123852
Starlunk-35-12,Starlunk-58-7,615.99654452682
Starlunk-35-12,Starlunk-59-6,1673.92743962749
Starlunk-35-12,Starlunk-59-7,586.350685788782
Starlunk-35-12,Starlunk-60-6,1290.83512710367
Starlunk-35-12,Starlunk-60-7,898.416427016588
Starlunk-35-12,Starlunk-61-6,1046.39485482876
Starlunk-35-12,Starlunk-61-7,1328.89437385065
Starlunk-35-12,Starlunk-62-6,1045.19936451886
Starlunk-35-12,Starlunk-62-7,1792.46605521062
Starlunk-35-12,Starlunk-63-6,1287.93358278608
Starlunk-35-12,Starlunk-64-6,1670.21725414296
Starlunk-35-13,Starlunk-29-14,1759.40011671729
Starlunk-35-13,Starlunk-30-14,1508.93079736659
Starlunk-35-13,Starlunk-31-13,1722.02149850841
Starlunk-35-13,Starlunk-31-14,1376.19527496804
Starlunk-35-13,Starlunk-32-13,1294.39255937646
Starlunk-35-13,Starlunk-32-14,1396.25469330715
Starlunk-35-13,Starlunk-33-13,864.299670439431
Starlunk-35-13,Starlunk-33-14,1563.10271523026
Starlunk-35-13,Starlunk-34-13,432.56153795598
Starlunk-35-13,Starlunk-34-14,1836.14933764699
Starlunk-35-13,Starlunk-36-13,432.561537956143
Starlunk-35-13,Starlunk-31-14,1992.78479565422
Starlunk-35-13,Starlunk-32-13,1717.26857345047
Starlunk-35-13,Starlunk-32-14,1766.9314728408
Starlunk-35-13,Starlunk-33-13,1146.66501389971
Starlunk-35-13,Starlunk-33-14,1721.86290076186
Starlunk-35-13,Starlunk-34-13,573.878712322936
Starlunk-35-13,Starlunk-34-14,1871.01121131004
Starlunk-35-13,Starlunk-36-13,573.878712322811
Starlunk-35-13,Starlunk-61-6,1892.87477548316
Starlunk-35-13,Starlunk-62-6,1374.13120257039
Starlunk-35-13,Starlunk-63-6,904.721994440588
Starlunk-35-13,Starlunk-64-5,1850.23112255931
Starlunk-35-13,Starlunk-64-6,618.038887358057
Starlunk-35-13,Starlunk-65-5,1419.18221131041
Starlunk-35-13,Starlunk-65-6,762.829933076644
Starlunk-35-13,Starlunk-66-5,1133.04546883142
Starlunk-35-13,Starlunk-66-6,1190.29935903076
Starlunk-35-13,Starlunk-67-5,1112.67910099656
Starlunk-35-13,Starlunk-67-6,1697.15265130371
Starlunk-35-13,Starlunk-68-5,1370.11476857797
Starlunk-35-13,Starlunk-69-5,1787.84975181091
Starlunk-35-14,Starlunk-31-15,1742.99788161465
Starlunk-35-14,Starlunk-32-14,1517.79123572712
Starlunk-35-14,Starlunk-32-15,1611.07745132799
Starlunk-35-14,Starlunk-33-14,1013.46879301185
Starlunk-35-14,Starlunk-33-15,1652.55767061167
Starlunk-35-14,Starlunk-34-14,507.217154847151
Starlunk-35-14,Starlunk-34-15,1855.57005297151
Starlunk-35-14,Starlunk-36-13,1836.1493376468
Starlunk-35-14,Starlunk-59-8,1830.51009598134
Starlunk-35-14,Starlunk-60-8,1497.31202487466
Starlunk-35-14,Starlunk-61-8,1302.30060438612
Starlunk-35-14,Starlunk-62-8,1310.36367573044
Starlunk-35-14,Starlunk-63-8,1518.21647651871
Starlunk-35-14,Starlunk-64-8,1858.84299914352
Starlunk-35-14,Starlunk-1-4,1624.88425869269
Starlunk-35-14,Starlunk-32-14,1807.55369043194
Starlunk-35-14,Starlunk-32-15,1802.101401203
Starlunk-35-14,Starlunk-33-14,1206.9507411989
Starlunk-35-14,Starlunk-33-15,1737.67141142576
Starlunk-35-14,Starlunk-34-14,604.05029263151
Starlunk-35-14,Starlunk-34-15,1874.21893273572
Starlunk-35-14,Starlunk-36-13,1871.01121131023
Starlunk-35-14,Starlunk-66-5,1816.11115850531
Starlunk-35-14,Starlunk-67-5,1273.31318321988
Starlunk-35-14,Starlunk-68-5,810.26797637413
Starlunk-35-14,Starlunk-69-4,1645.99961647369
Starlunk-35-14,Starlunk-69-5,641.268730486653
Starlunk-35-14,Starlunk-70-4,1265.03606052669
Starlunk-35-14,Starlunk-70-5,941.948821690364
Starlunk-35-14,Starlunk-71-4,1103.68725137477
Starlunk-35-14,Starlunk-71-5,1442.58005685712
Starlunk-35-14,Starlunk-72-4,1251.25991806817
Starlunk-35-14,Starlunk-72-5,1995.85800853012
Starlunk-35-15,Starlunk-31-16,1980.09123126489
Starlunk-35-15,Starlunk-32-15,1704.99925309108
Starlunk-35-15,Starlunk-32-16,1758.8707161965
Starlunk-35-15,Starlunk-33-15,1138.4724687045
Starlunk-35-15,Starlunk-33-16,1718.20467218357
Starlunk-35-15,Starlunk-34-15,569.778537267082
Starlunk-35-15,Starlunk-34-16,1870.19804106587
Starlunk-35-15,Starlunk-36-15,569.778537267205
Starlunk-35-15,Starlunk-61-8,1829.2799977357
Starlunk-35-15,Starlunk-62-8,1281.49924497435
Starlunk-35-15,Starlunk-63-8,751.009208281775
Starlunk-35-15,Starlunk-64-8,346.113861700725
Starlunk-35-15,Starlunk-65-7,1642.13831554937
Starlunk-35-15,Starlunk-65-8,559.429191680791
Starlunk-35-15,Starlunk-66-7,1407.52047270703
Starlunk-35-15,Starlunk-67-7,1395.57634370261
Starlunk-35-15,Starlunk-68-7,1611.34459524791
Starlunk-35-15,Starlunk-69-7,1980.54799401386
Starlunk-35-15,Starlunk-1-3,1809.47808165339
Starlunk-35-15,Starlunk-1-4,645.879969164381
Starlunk-35-15,Starlunk-2-3,1386.65816565322
Starlunk-35-15,Starlunk-2-4,792.51129162005
Starlunk-35-15,Starlunk-3-3,1118.45613262568
Starlunk-35-15,Starlunk-3-4,1248.43254239619
Starlunk-35-15,Starlunk-4-3,1124.14148239065
Starlunk-35-15,Starlunk-4-4,1789.30382854913
Starlunk-35-15,Starlunk-5-3,1400.34770289756
Starlunk-35-15,Starlunk-31-16,1927.3948169028
Starlunk-35-15,Starlunk-32-15,1786.75131180271
Starlunk-35-15,Starlunk-32-16,1724.80022597737
Starlunk-35-15,Starlunk-33-15,1193.0604504495
Starlunk-35-15,Starlunk-33-16,1701.85396650737
Starlunk-35-15,Starlunk-34-15,597.098530719856
Starlunk-35-15,Starlunk-34-16,1865.35854595204
Starlunk-35-15,Starlunk-36-15,597.098530719733
Starlunk-35-15,Starlunk-71-4,1468.01082935984
Starlunk-35-15,Starlunk-72-4,963.041718454061
Starlunk-35-16,Starlunk-32-16,1804.11115568818
Starlunk-35-16,Starlunk-32-17,1803.53495882306
Starlunk-35-16,Starlunk-33-16,1204.65207096717
Starlunk-35-16,Starlunk-33-17,1738.37011706088
Starlunk-35-16,Starlunk-34-16,602.899862561014
Starlunk-35-16,Starlunk-36-15,1870.19804106568
Starlunk-35-16,Starlunk-66-7,1738.86864689683
Starlunk-35-16,Starlunk-67-7,1158.40380855011
Starlunk-35-16,Starlunk-68-7,610.988286995359
Starlunk-35-16,Starlunk-69-6,1853.36705542682
Starlunk-35-16,Starlunk-69-7,353.917583601857
Starlunk-35-16,Starlunk-70-6,1526.49589982907
Starlunk-35-16,Starlunk-71-6,1396.224699736
Starlunk-35-16,Starlunk-72-6,1515.13306062955
Starlunk-35-16,Starlunk-3-3,1722.12224082411
Starlunk-35-16,Starlunk-4-3,1213.34680446002
Starlunk-35-16,Starlunk-5-3,778.93370093719
Starlunk-35-16,Starlunk-6-2,1689.82229829287
Starlunk-35-16,Starlunk-30-17,1886.04571231198
Starlunk-35-16,Starlunk-31-17,1647.43706989465
Starlunk-35-16,Starlunk-32-16,1659.45233945398
Starlunk-35-16,Starlunk-32-17,1551.8259520496
Starlunk-35-16,Starlunk-33-16,1108.05960657777
Starlunk-35-16,Starlunk-33-17,1625.37412859941
Starlunk-35-16,Starlunk-34-16,554.557619262584
Starlunk-35-16,Starlunk-36-15,1865.35854595223
Starlunk-36-13,Starlunk-30-14,1759.40011671729
Starlunk-36-13,Starlunk-31-14,1508.93079736661
Starlunk-36-13,Starlunk-32-13,1722.02149850842
Starlunk-36-13,Starlunk-32-14,1376.19527496806
Starlunk-36-13,Starlunk-33-13,1294.39255937662
Starlunk-36-13,Starlunk-33-14,1396.25469330699
Starlunk-36-13,Starlunk-34-13,864.299670439437
Starlunk-36-13,Starlunk-34-14,1563.10271523026
Starlunk-36-13,Starlunk-35-13,432.561537956143
Starlunk-36-13,Starlunk-35-14,1836.1493376468
Starlunk-36-13,Starlunk-32-14,1992.78479565421
Starlunk-36-13,Starlunk-33-13,1717.26857345034
Starlunk-36-13,Starlunk-33-14,1766.93147284092
Starlunk-36-13,Starlunk-34-13,1146.6650138997
Starlunk-36-13,Starlunk-34-14,1721.86290076186
Starlunk-36-13,Starlunk-35-13,573.878712322811
Starlunk-36-13,Starlunk-35-14,1871.01121131023
Starlunk-36-13,Starlunk-62-6,1892.87477548303
Starlunk-36-13,Starlunk-63-6,1374.13120257026
Starlunk-36-13,Starlunk-64-6,904.721994440479
Starlunk-36-13,Starlunk-65-5,1850.23112255922
Starlunk-36-13,Starlunk-65-6,618.03888735802
Starlunk-36-13,Starlunk-66-5,1419.18221131054
Starlunk-36-13,Starlunk-66-6,762.829933076493
Starlunk-36-13,Starlunk-67-5,1133.0454688314
Starlunk-36-13,Starlunk-67-6,1190.29935903087
Starlunk-36-13,Starlunk-68-5,1112.67910099674
Starlunk-36-13,Starlunk-68-6,1697.15265130364
Starlunk-36-13,Starlunk-69-5,1370.11476857806
Starlunk-36-13,Starlunk-70-5,1787.84975181101
Starlunk-36-15,Starlunk-32-16,1980.09123126489
Starlunk-36-15,Starlunk-33-15,1704.9992530912
Starlunk-36-15,Starlunk-33-16,1758.87071619638
Starlunk-36-15,Starlunk-34-15,1138.47246870451
Starlunk-36-15,Starlunk-34-16,1718.20467218357
Starlunk-36-15,Starlunk-35-15,569.778537267205
Starlunk-36-15,Starlunk-35-16,1870.19804106568
Starlunk-36-15,Starlunk-62-8,1829.27999773572
Starlunk-36-15,Starlunk-63-8,1281.49924497447
Starlunk-36-15,Starlunk-64-8,751.009208281829
Starlunk-36-15,Starlunk-65-8,346.113861700749
Starlunk-36-15,Starlunk-66-7,1642.13831554926
Starlunk-36-15,Starlunk-67-7,1407.52047270708
Starlunk-36-15,Starlunk-68-7,1395.57634370248
Starlunk-36-15,Starlunk-69-7,1611.3445952478
Starlunk-36-15,Starlunk-1-4,963.041718453958
Starlunk-36-15,Starlunk-2-3,1809.47808165349
Starlunk-36-15,Starlunk-2-4,645.879969164203
Starlunk-36-15,Starlunk-3-3,1386.65816565316
Starlunk-36-15,Starlunk-3-4,792.511291620108
Starlunk-36-15,Starlunk-4-3,1118.45613262585
Starlunk-36-15,Starlunk-4-4,1248.43254239611
Starlunk-36-15,Starlunk-5-3,1124.1414823907
Starlunk-36-15,Starlunk-32-16,1927.39481690281
Starlunk-36-15,Starlunk-33-15,1786.75131180259
Starlunk-36-15,Starlunk-33-16,1724.80022597749
Starlunk-36-15,Starlunk-34-15,1193.0604504495
Starlunk-36-15,Starlunk-34-16,1701.85396650737
Starlunk-36-15,Starlunk-35-15,597.098530719733
Starlunk-36-15,Starlunk-35-16,1865.35854595223
Starlunk-36-15,Starlunk-72-4,1468.01082935973
Starlunk-53-6,Starlunk-13-17,1131.03306574024
Starlunk-53-6,Starlunk-14-17,587.340735163569
Starlunk-53-6,Starlunk-15-16,1834.69599519132
Starlunk-53-6,Starlunk-15-17,362.434113531463
Starlunk-53-6,Starlunk-16-16,1515.13306062933
Starlunk-53-6,Starlunk-16-17,800.018464944332
Starlunk-53-6,Starlunk-17-16,1396.22469973594
Starlunk-53-6,Starlunk-17-17,1366.42270842202
Starlunk-53-6,Starlunk-18-16,1526.4958998289
Starlunk-53-6,Starlunk-18-17,1950.1959073956
Starlunk-53-6,Starlunk-19-16,1853.36705542681
Starlunk-53-6,Starlunk-54-5,1868.97251885497
Starlunk-53-6,Starlunk-54-6,602.863519008569
Starlunk-53-6,Starlunk-55-5,1716.80064532429
Starlunk-53-6,Starlunk-55-6,1204.5794530443
Starlunk-53-6,Starlunk-56-5,1757.39236926445
Starlunk-53-6,Starlunk-56-6,1804.00240162722
Starlunk-53-6,Starlunk-57-5,1978.6499067949
Starlunk-53-6,Starlunk-23-13,762.829933076579
Starlunk-53-6,Starlunk-24-13,618.038887358113
Starlunk-53-6,Starlunk-25-13,904.721994440515
Starlunk-53-6,Starlunk-26-13,1374.1312025704
Starlunk-53-6,Starlunk-27-13,1892.87477548303
Starlunk-53-6,Starlunk-29-12,1673.9274396274
Starlunk-53-6,Starlunk-54-5,1866.95907155
Starlunk-53-6,Starlunk-54-6,554.62163028607
Starlunk-53-6,Starlunk-55-5,1703.68322196339
Starlunk-53-6,Starlunk-55-6,1108.18750677613
Starlunk-53-6,Starlunk-56-5,1726.71922437122
Starlunk-53-6,Starlunk-56-6,1659.6438853619
Starlunk-53-6,Starlunk-57-5,1929.24934650069
Starlunk-53-7,Starlunk-16-16,1922.4430723702
Starlunk-53-7,Starlunk-17-16,1338.9711214326
Starlunk-53-7,Starlunk-18-16,774.364316052271
Starlunk-53-7,Starlunk-19-15,1980.54799401386
Starlunk-53-7,Starlunk-19-16,353.917583601694
Starlunk-53-7,Starlunk-20-15,1611.34459524785
Starlunk-53-7,Starlunk-20-16,610.988286995457
Starlunk-53-7,Starlunk-21-15,1395.57634370263
Starlunk-53-7,Starlunk-21-16,1158.4038085501
Starlunk-53-7,Starlunk-22-15,1407.52047270711
Starlunk-53-7,Starlunk-22-16,1738.86864689694
Starlunk-53-7,Starlunk-23-15,1642.13831554937
Starlunk-53-7,Starlunk-54-6,1874.56683168418
Starlunk-53-7,Starlunk-54-7,599.186611727377
Starlunk-53-7,Starlunk-55-6,1738.52969802743
Starlunk-53-7,Starlunk-55-7,1197.23263768379
Starlunk-53-7,Starlunk-56-6,1803.70065886543
Starlunk-53-7,Starlunk-56-7,1792.999663268
Starlunk-53-7,Starlunk-29-12,586.350685788801
Starlunk-53-7,Starlunk-30-12,615.996544526778
Starlunk-53-7,Starlunk-31-12,955.936529123886
Starlunk-53-7,Starlunk-32-12,1393.85401563254
Starlunk-53-7,Starlunk-33-12,1859.74821675653
Starlunk-53-7,Starlunk-54-6,1850.28652916853
Starlunk-53-7,Starlunk-54-7,486.409529780866
Starlunk-53-7,Starlunk-55-6,1628.54029486867
Starlunk-53-7,Starlunk-55-7,971.89315137594
Starlunk-53-7,Starlunk-56-6,1555.14814273171
Starlunk-53-7,Starlunk-56-7,1455.52671911871
Starlunk-53-7,Starlunk-57-6,1650.56513899062
Starlunk-53-7,Starlunk-57-7,1936.38960902478
Starlunk-53-7,Starlunk-58-6,1888.77054209946
Starlunk-53-8,Starlunk-21-15,1612.67852402393
Starlunk-53-8,Starlunk-22-15,1068.66429018601
Starlunk-53-8,Starlunk-23-15,559.429191680745
Starlunk-53-8,Starlunk-24-14,1858.84299914348
Starlunk-53-8,Starlunk-24-15,346.11386170069
Starlunk-53-8,Starlunk-25-14,1518.21647651859
Starlunk-53-8,Starlunk-25-15,751.009208281912
